rounds;hashValues;maxHashValues;leafValues;maxLeafValues
1;0;0;1;1
2;0;0;1;1
3;0;0;2;2
4;1;1;1;2
5;0;1;2;2
6;1;1;1;2
7;0;1;2;2
8;2;2;1;2
9;1;2;3;3
10;2;2;3;3
11;1;2;4;4
12;4;4;3;4
13;0;4;2;4
14;1;4;1;4
15;0;4;2;4
16;2;4;1;4
17;1;4;3;4
18;2;4;3;4
19;1;4;4;4
20;4;4;3;4
21;0;4;2;4
22;1;4;1;4
23;0;4;2;4
24;2;4;1;4
25;1;4;3;4
26;2;4;3;4
27;1;4;4;4
28;4;4;3;4
29;0;4;2;4
30;1;4;1;4
31;0;4;2;4
32;3;4;1;4
33;0;4;1;4
34;0;4;1;4
35;0;4;2;4
36;1;4;1;4
37;1;4;4;4
38;3;4;3;4
39;1;4;4;4
40;5;5;3;4
41;1;5;3;4
42;2;5;3;4
43;1;5;4;4
44;4;5;3;4
45;1;5;4;4
46;3;5;3;4
47;1;5;4;4
48;6;6;3;4
49;1;6;3;4
50;2;6;3;4
51;1;6;4;4
52;4;6;3;4
53;1;6;4;4
54;3;6;3;4
55;1;6;4;4
56;5;6;3;4
57;1;6;3;4
58;2;6;3;4
59;1;6;4;4
60;4;6;3;4
61;1;6;4;4
62;3;6;3;4
63;1;6;4;4
64;8;8;3;4
65;0;8;1;4
66;0;8;1;4
67;0;8;2;4
68;1;8;1;4
69;1;8;4;4
70;3;8;3;4
71;1;8;4;4
72;5;8;3;4
73;1;8;3;4
74;2;8;3;4
75;1;8;4;4
76;4;8;3;4
77;1;8;4;4
78;3;8;3;4
79;1;8;4;4
80;6;8;3;4
81;1;8;3;4
82;2;8;3;4
83;1;8;4;4
84;4;8;3;4
85;1;8;4;4
86;3;8;3;4
87;1;8;4;4
88;5;8;3;4
89;1;8;3;4
90;2;8;3;4
91;1;8;4;4
92;4;8;3;4
93;1;8;4;4
94;3;8;3;4
95;1;8;4;4
96;8;8;3;4
97;0;8;1;4
98;0;8;1;4
99;0;8;2;4
100;1;8;1;4
101;1;8;4;4
102;3;8;3;4
103;1;8;4;4
104;5;8;3;4
105;1;8;3;4
106;2;8;3;4
107;1;8;4;4
108;4;8;3;4
109;1;8;4;4
110;3;8;3;4
111;1;8;4;4
112;6;8;3;4
113;1;8;3;4
114;2;8;3;4
115;1;8;4;4
116;4;8;3;4
117;1;8;4;4
118;3;8;3;4
119;1;8;4;4
120;5;8;3;4
121;1;8;3;4
122;2;8;3;4
123;1;8;4;4
124;4;8;3;4
125;1;8;4;4
126;3;8;3;4
127;1;8;4;4
128;9;9;3;4
129;0;9;1;4
130;0;9;1;4
131;0;9;2;4
132;1;9;1;4
133;0;9;2;4
134;1;9;1;4
135;0;9;2;4
136;2;9;1;4
137;1;9;3;4
138;2;9;3;4
139;1;9;4;4
140;4;9;3;4
141;0;9;2;4
142;1;9;1;4
143;0;9;2;4
144;2;9;1;4
145;1;9;3;4
146;2;9;3;4
147;1;9;4;4
148;4;9;3;4
149;0;9;2;4
150;1;9;1;4
151;0;9;2;4
152;2;9;1;4
153;1;9;3;4
154;2;9;3;4
155;1;9;4;4
156;4;9;3;4
157;0;9;2;4
158;1;9;1;4
159;0;9;2;4
160;3;9;1;4
161;0;9;1;4
162;0;9;1;4
163;0;9;2;4
164;1;9;1;4
165;1;9;4;4
166;3;9;3;4
167;1;9;4;4
168;5;9;3;4
169;1;9;3;4
170;2;9;3;4
171;1;9;4;4
172;4;9;3;4
173;1;9;4;4
174;3;9;3;4
175;1;9;4;4
176;6;9;3;4
177;1;9;3;4
178;2;9;3;4
179;1;9;4;4
180;4;9;3;4
181;1;9;4;4
182;3;9;3;4
183;1;9;4;4
184;5;9;3;4
185;1;9;3;4
186;2;9;3;4
187;1;9;4;4
188;4;9;3;4
189;1;9;4;4
190;3;9;3;4
191;1;9;4;4
192;8;9;3;4
193;0;9;1;4
194;0;9;1;4
195;0;9;2;4
196;1;9;1;4
197;1;9;4;4
198;3;9;3;4
199;1;9;4;4
200;5;9;3;4
201;1;9;3;4
202;2;9;3;4
203;1;9;4;4
204;4;9;3;4
205;1;9;4;4
206;3;9;3;4
207;1;9;4;4
208;6;9;3;4
209;1;9;3;4
210;2;9;3;4
211;1;9;4;4
212;4;9;3;4
213;1;9;4;4
214;3;9;3;4
215;1;9;4;4
216;5;9;3;4
217;1;9;3;4
218;2;9;3;4
219;1;9;4;4
220;4;9;3;4
221;1;9;4;4
222;3;9;3;4
223;1;9;4;4
224;8;9;3;4
225;0;9;1;4
226;0;9;1;4
227;0;9;2;4
228;1;9;1;4
229;1;9;4;4
230;3;9;3;4
231;1;9;4;4
232;5;9;3;4
233;1;9;3;4
234;2;9;3;4
235;1;9;4;4
236;4;9;3;4
237;1;9;4;4
238;3;9;3;4
239;1;9;4;4
240;6;9;3;4
241;1;9;3;4
242;2;9;3;4
243;1;9;4;4
244;4;9;3;4
245;1;9;4;4
246;3;9;3;4
247;1;9;4;4
248;5;9;3;4
249;1;9;3;4
250;2;9;3;4
251;1;9;4;4
252;4;9;3;4
253;1;9;4;4
254;3;9;3;4
255;1;9;4;4
256;9;9;3;4
257;0;9;1;4
258;0;9;1;4
